date,state,cases_new,cases_recovered,cases_active,daily_full,FIXED,FIXED2,new_exposed_over,new_exposed_under,new_exposed,E= NewCt+1 / delta,dE = NewInf-NewC,S,S/N,S/N * I,beta_new,gamma_new,v_t = V/S,,,,,,,,,,,,date,line_state_number,line_Cases_new,Line_cases_new_Asymptomatic,line_cases_new_symptomatic,line_state,line_p_symp,
3/4/2021,Perlis,1,2,9,0,,,17.5,8.666666667,13.08333333,6,12.08333333,255332,0.999342466,8.994082192,1.454660193,0.222222222,0,,,,,,,,,,,,04/03/2021,9,24,24,0,Perlis,0,
3/5/2021,Perlis,1,2,8,0,,,13.5,10.66666667,12.08333333,0,11.08333333,255331,0.999338552,7.994708415,1.51141639,0,0,,,,,,,,,,,,05/03/2021,9,17,14,3,Perlis,0.176470588,
3/6/2021,Perlis,0,0,8,0,,,10.66666667,10.5,10.58333333,144,10.58333333,255331,0.999338552,7.994708415,1.323792287,0,0,,,,,,,,,,,,06/03/2021,9,1,1,0,Perlis,0,
3/7/2021,Perlis,24,0,32,0,,,10.5,9.333333333,9.916666667,102,-14.08333333,255307,0.999244618,31.97582779,0.3101301,0.03125,0,,,,,,,,,,,,07/03/2021,9,7,6,1,Perlis,0.142857143,
3/8/2021,Perlis,17,1,48,2,,,9.5,9,9.25,6,-7.75,255290,0.999178082,47.96054795,0.192866854,0,7.83423E-06,,,,,,,,,,,,08/03/2021,9,2,0,2,Perlis,1,
3/9/2021,Perlis,1,0,49,0,,,9.166666667,5,7.083333333,42,6.083333333,255289,0.999174168,48.95953425,0.144677302,0.081632653,0,,,,,,,,,,,,09/03/2021,9,25,23,2,Perlis,0.08,
3/10/2021,Perlis,7,4,52,0,,,5,0.166666667,2.583333333,12,-4.416666667,255282,0.999146771,51.95563209,0.049721911,0,0,,,,,,,,,,,,10/03/2021,9,29,29,0,Perlis,0,
3/11/2021,Perlis,2,0,54,0,,,0.166666667,0.166666667,0.166666667,150,-1.833333333,255280,0.999138943,53.95350294,0.00308908,0,0,,,,,,,,,,,,11/03/2021,9,1,1,0,Perlis,0,
3/12/2021,Perlis,25,0,79,0,,,1,0.166666667,0.583333333,174,-24.41666667,255255,0.999041096,78.92424658,0.007391054,0.012658228,0,,,,,,,,,,,,12/03/2021,9,5,5,0,Perlis,0,
3/13/2021,Perlis,29,1,107,0,,,1,1,1,0,-28,255226,0.998927593,106.8852524,0.009355828,0.028037383,0,,,,,,,,,,,,13/03/2021,9,2,2,0,Perlis,0,
3/14/2021,Perlis,0,3,104,0,,,1,0.833333333,0.916666667,0,0.916666667,255226,0.998927593,103.8884697,0.008823565,0.096153846,0,,,,,,,,,,,,14/03/2021,9,1,0,1,Perlis,1,
3/15/2021,Perlis,0,10,94,0,,,0.833333333,0.833333333,0.833333333,0,0.833333333,255226,0.998927593,93.89919374,0.008874766,0.127659574,0,,,,,,,,,,,,15/03/2021,9,1,0,1,Perlis,1,
3/16/2021,Perlis,0,12,82,0,,,0.833333333,0.833333333,0.833333333,6,0.833333333,255226,0.998927593,81.91206262,0.010173512,0.012195122,0,,,,,,,,,,,,16/03/2021,9,0,0,0,Perlis,#DIV/0!,
3/17/2021,Perlis,1,1,82,0,,,1.166666667,0.833333333,1,0,0,255225,0.998923679,81.91174168,0.012208262,0.097560976,0,,,,,,,,,,,,17/03/2021,9,0,0,0,Perlis,#DIV/0!,
3/18/2021,Perlis,0,8,74,1,,,1.166666667,0.333333333,0.75,0,0.75,255225,0.998923679,73.92035225,0.010146056,0.162162162,3.91811E-06,,,,,,,,,,,,18/03/2021,9,0,0,0,Perlis,#DIV/0!,
3/19/2021,Perlis,0,12,62,153,,,0.333333333,0.333333333,0.333333333,0,0.333333333,255225,0.998923679,61.9332681,0.005382137,0.806451613,0.000599471,,,,,,,,,,,,19/03/2021,9,0,0,0,Perlis,#DIV/0!,
3/20/2021,Perlis,0,50,12,2,,,0.333333333,0.333333333,0.333333333,30,0.333333333,255225,0.998923679,11.98708415,0.027807708,0.25,7.83622E-06,,,,,,,,,,,,20/03/2021,9,0,0,0,Perlis,#DIV/0!,
3/21/2021,Perlis,5,3,14,1,,,0.5,0.333333333,0.416666667,0,-4.583333333,255220,0.99890411,13.98465753,0.029794556,0.285714286,3.91819E-06,,,,,,,,,,,,21/03/2021,9,0,0,0,Perlis,#DIV/0!,
3/22/2021,Perlis,0,4,10,352,,,0.666666667,0.5,0.583333333,0,0.583333333,255220,0.99890411,9.989041096,0.05839733,0,0.001379202,,,,,,,,,,,,22/03/2021,9,0,0,0,Perlis,#DIV/0!,
3/23/2021,Perlis,0,0,10,534,,,0.666666667,0.333333333,0.5,0,0.5,255220,0.99890411,9.989041096,0.050054855,0.1,0.002092313,,,,,,,,,,,,23/03/2021,9,0,0,0,Perlis,#DIV/0!,
3/24/2021,Perlis,0,1,9,529,,,0.5,0.333333333,0.416666667,0,0.416666667,255220,0.99890411,8.990136986,0.046347088,0.111111111,0.002072722,,,,,,,,,,,,24/03/2021,9,0,0,0,Perlis,#DIV/0!,
3/25/2021,Perlis,0,1,8,293,,,0.5,0.5,0.5,12,0.5,255220,0.99890411,7.991232877,0.062568568,0.375,0.001148029,,,,,,,,,,,,25/03/2021,9,0,0,0,Perlis,#DIV/0!,
3/26/2021,Perlis,2,3,7,312,,,0.666666667,0.5,0.583333333,0,-1.416666667,255218,0.998896282,6.992273973,0.083425411,0,0.001222484,,,,,,,,,,,,26/03/2021,9,0,0,0,Perlis,#DIV/0!,
3/27/2021,Perlis,0,0,7,0,,,1,0.5,0.75,0,0.75,255218,0.998896282,6.992273973,0.107261243,0,0,,,,,,,,,,,,27/03/2021,9,0,0,0,Perlis,#DIV/0!,
3/28/2021,Perlis,0,0,7,0,,,0.833333333,0.666666667,0.75,0,0.75,255218,0.998896282,6.992273973,0.107261243,0,0,,,,,,,,,,,,28/03/2021,9,0,0,0,Perlis,#DIV/0!,
3/29/2021,Perlis,0,0,7,816,,,0.666666667,0.666666667,0.666666667,6,0.666666667,255218,0.998896282,6.992273973,0.095343327,0,0.003197267,,,,,,,,,,,,29/03/2021,9,0,0,0,Perlis,#DIV/0!,
3/30/2021,Perlis,1,0,8,1068,,,0.833333333,0.5,0.666666667,6,-0.333333333,255217,0.998892368,7.991138943,0.083425738,0.125,0.004184674,,,,,,,,,,,,30/03/2021,9,0,0,0,Perlis,#DIV/0!,
3/31/2021,Perlis,1,1,8,429,,,0.666666667,0.666666667,0.666666667,0,-0.333333333,255216,0.998888454,7.991107632,0.083426065,0.125,0.001680929,,,,,,,,,,,,31/03/2021,9,0,0,0,Perlis,#DIV/0!,
4/1/2021,Perlis,0,1,7,1148,,,1,0.5,0.75,6,0.75,255216,0.998888454,6.992219178,0.107262084,0,0.004498151,,,,,,,,,,,,01/04/2021,9,0,0,0,Perlis,#DIV/0!,
4/2/2021,Perlis,1,0,8,846,,,0.833333333,0.5,0.666666667,0,-0.333333333,255215,0.99888454,7.991076321,0.083426392,0.5,0.003314852,,,,,,,,,,,,02/04/2021,9,1,1,0,Perlis,0,
4/3/2021,Perlis,0,4,4,213,,,0.833333333,0.5,0.666666667,6,0.666666667,255215,0.99888454,3.99553816,0.166852784,0,0.00083459,,,,,,,,,,,,03/04/2021,9,1,0,1,Perlis,1,
4/4/2021,Perlis,1,0,5,0,,,0.833333333,0.833333333,0.833333333,12,-0.166666667,255214,0.998880626,4.994403131,0.166853438,0,0,,,,,,,,,,,,04/04/2021,9,2,2,0,Perlis,0,
4/5/2021,Perlis,2,0,7,153,,,1.333333333,0.666666667,1,0,-1,255212,0.998872798,6.992109589,0.143018353,0,0.000599502,,,,,,,,,,,,05/04/2021,9,1,0,1,Perlis,1,
4/6/2021,Perlis,0,0,7,34,,,1.333333333,1.166666667,1.25,0,1.25,255212,0.998872798,6.992109589,0.178772942,0,0.000133223,,,,,,,,,,,,06/04/2021,9,2,0,2,Perlis,1,
4/7/2021,Perlis,0,0,7,31,,,1.666666667,1,1.333333333,6,1.333333333,255212,0.998872798,6.992109589,0.190691138,0.142857143,0.000121468,,,,,,,,,,,,07/04/2021,9,2,1,1,Perlis,0.5,
4/8/2021,Perlis,1,1,7,36,,,1.5,1.333333333,1.416666667,0,0.416666667,255211,0.998868885,6.992082192,0.202610128,0.142857143,0.00014106,,,,,,,,,,,,08/04/2021,9,3,2,1,Perlis,0.333333333,
4/9/2021,Perlis,0,1,6,1107,,,2,1.166666667,1.583333333,12,1.583333333,255211,0.998868885,5.993213307,0.264187716,0,0.004337587,,,,,,,,,,,,09/04/2021,9,1,1,0,Perlis,0,
4/10/2021,Perlis,2,0,8,281,,,1.833333333,1.666666667,1.75,0,-0.25,255209,0.998861057,7.990888454,0.218999428,0.25,0.001101058,,,,,,,,,,,,10/04/2021,9,2,2,0,Perlis,0,
4/11/2021,Perlis,0,2,6,0,,,2.333333333,1.333333333,1.833333333,12,1.833333333,255209,0.998861057,5.993166341,0.305903963,0,0,,,,,,,,,,,,11/04/2021,9,1,1,0,Perlis,0,
4/12/2021,Perlis,2,0,8,1158,,,2,1.666666667,1.833333333,0,-0.166666667,255207,0.998853229,7.990825832,0.22942977,0,0.004537493,,,,,,,,,,,,12/04/2021,9,3,3,0,Perlis,0,
4/13/2021,Perlis,0,0,8,1,,,1.833333333,1.5,1.666666667,18,1.666666667,255207,0.998853229,7.990825832,0.208572518,0,3.91839E-06,,,,,,,,,,,,13/04/2021,9,1,1,0,Perlis,0,
4/14/2021,Perlis,3,0,11,7,,,1.5,1.333333333,1.416666667,6,-1.583333333,255204,0.998841487,10.98725636,0.128937254,0.090909091,2.7429E-05,,,,,,,,,,,,14/04/2021,9,3,3,0,Perlis,0,
4/15/2021,Perlis,1,1,11,0,,,1.5,0.833333333,1.166666667,12,0.166666667,255203,0.998837573,10.98721331,0.106184037,0.181818182,0,,,,,,,,,,,,15/04/2021,9,1,1,0,Perlis,0,
4/16/2021,Perlis,2,2,11,0,,,1.166666667,0.833333333,1,6,-1,255201,0.998829746,10.9871272,0.091015602,0,0,,,,,,,,,,,,16/04/2021,9,1,0,1,Perlis,1,
4/17/2021,Perlis,1,0,12,0,,,1,0.5,0.75,18,-0.25,255200,0.998825832,11.98590998,0.062573472,0,0,,,,,,,,,,,,17/04/2021,9,1,0,1,Perlis,1,
4/18/2021,Perlis,3,0,15,2,,,0.666666667,0.333333333,0.5,6,-2.5,255197,0.99881409,14.98221135,0.033372911,0.2,7.83708E-06,,,,,,,,,,,,18/04/2021,9,1,1,0,Perlis,0,
4/19/2021,Perlis,1,3,13,16,,,0.666666667,0.5,0.583333333,18,-0.416666667,255196,0.998810176,12.98453229,0.044925248,0.076923077,6.26969E-05,,,,,,,,,,,,19/04/2021,9,1,1,0,Perlis,0,
4/20/2021,Perlis,3,1,15,1,,,0.833333333,0.666666667,0.75,6,-2.25,255193,0.998798434,14.98197652,0.050060151,0.066666667,3.9186E-06,,,,,,,,,,,,20/04/2021,9,1,1,0,Perlis,0,
4/21/2021,Perlis,1,1,15,244,,,1.666666667,0.666666667,1.166666667,0,0.166666667,255192,0.998794521,14.98191781,0.07787165,0,0.000956143,,,,,,,,,,,,21/04/2021,9,5,5,0,Perlis,0,
4/22/2021,Perlis,0,0,15,6,,,1.5,1.333333333,1.416666667,0,1.416666667,255192,0.998794521,14.98191781,0.094558433,0.133333333,2.35117E-05,,,,,,,,,,,,22/04/2021,9,0,0,0,Perlis,#DIV/0!,
4/23/2021,Perlis,0,2,13,3,,,2,1.333333333,1.666666667,6,1.666666667,255192,0.998794521,12.98432877,0.128359863,0,1.17559E-05,,,,,,,,,,,,23/04/2021,9,0,0,0,Perlis,#DIV/0!,
4/24/2021,Perlis,1,0,14,0,,,2,1.833333333,1.916666667,6,0.916666667,255191,0.998790607,13.98306849,0.137070534,0,0,,,,,,,,,,,,24/04/2021,9,0,0,0,Perlis,#DIV/0!,
4/25/2021,Perlis,1,0,15,0,,,1.833333333,1.666666667,1.75,0,0.75,255190,0.998786693,14.98180039,0.116808391,0,0,,,,,,,,,,,,25/04/2021,9,0,0,0,Perlis,#DIV/0!,
4/26/2021,Perlis,0,0,15,16,,,1.833333333,1.5,1.666666667,6,1.666666667,255190,0.998786693,14.98180039,0.111246087,0,6.26984E-05,,,,,,,,,,,,26/04/2021,9,0,0,0,Perlis,#DIV/0!,
4/27/2021,Perlis,1,0,16,138,,,2.166666667,0.833333333,1.5,6,0.5,255189,0.998782779,15.98052446,0.093864254,0.5625,0.000540776,,,,,,,,,,,,27/04/2021,9,0,0,0,Perlis,#DIV/0!,
4/28/2021,Perlis,1,9,8,3,,,2,1.333333333,1.666666667,6,0.666666667,255188,0.998778865,7.99023092,0.208588048,0.125,1.1756E-05,,,,,,,,,,,,28/04/2021,9,0,0,0,Perlis,#DIV/0!,
4/29/2021,Perlis,1,1,8,0,,,2.166666667,1.333333333,1.75,30,0.75,255187,0.998774951,7.990199609,0.219018308,0.25,0,,,,,,,,,,,,29/04/2021,9,0,0,0,Perlis,#DIV/0!,
4/30/2021,Perlis,5,2,11,15,,,1.666666667,1.5,1.583333333,0,-3.416666667,255182,0.998755382,10.9863092,0.144118767,0.090909091,5.87816E-05,,,,,,,,,,,,30/04/2021,9,0,0,0,Perlis,#DIV/0!,
5/1/2021,Perlis,0,1,10,0,,,2.166666667,1.666666667,1.916666667,24,1.916666667,255182,0.998755382,9.987553816,0.191905516,0,0,,,,,,,,,,,,01/05/2021,9,0,0,0,Perlis,#DIV/0!,
5/2/2021,Perlis,4,0,14,0,,,2.166666667,2,2.083333333,0,-1.916666667,255178,0.998739726,13.98235616,0.148997301,0.071428571,0,,,,,,,,,,,,02/05/2021,9,4,4,0,Perlis,0,
5/3/2021,Perlis,0,1,13,6,,,2.166666667,1.5,1.833333333,0,1.833333333,255178,0.998739726,12.98361644,0.141203596,0.076923077,2.3513E-05,,,,,,,,,,,,03/05/2021,9,1,0,1,Perlis,1,
5/4/2021,Perlis,0,1,12,669,,,1.666666667,1,1.333333333,6,1.333333333,255178,0.998739726,11.98487671,0.111251318,0.166666667,0.002621699,,,,,,,,,,,,04/05/2021,9,3,3,0,Perlis,0,
5/5/2021,Perlis,1,2,11,645,,,1.833333333,0.833333333,1.333333333,18,0.333333333,255177,0.998735812,10.98609393,0.12136555,0.181818182,0.002527657,,,,,,,,,,,,05/05/2021,9,4,4,0,Perlis,0,
5/6/2021,Perlis,3,2,11,144,,,2,1.5,1.75,24,-1.25,255174,0.99872407,10.98596477,0.159294157,0,0.000564321,,,,,,,,,,,,06/05/2021,9,1,0,1,Perlis,1,
5/7/2021,Perlis,4,0,15,170,,,2.166666667,1.333333333,1.75,6,-2.25,255170,0.998708415,14.98062622,0.116817546,0.133333333,0.000666223,,,,,,,,,,,,07/05/2021,9,1,0,1,Perlis,1,
5/8/2021,Perlis,1,2,14,0,,,1.666666667,1.666666667,1.666666667,6,0.666666667,255169,0.998704501,13.98186301,0.119202045,0,0,,,,,,,,,,,,08/05/2021,9,3,1,2,Perlis,0.666666667,
5/9/2021,Perlis,1,0,15,0,,,2,1.5,1.75,18,0.75,255168,0.998700587,14.98050881,0.116818462,0,0,,,,,,,,,,,,09/05/2021,9,1,0,1,Perlis,1,
5/10/2021,Perlis,3,0,18,1155,,,2.833333333,1.833333333,2.333333333,0,-0.666666667,255165,0.998688845,17.97639922,0.129799817,0,0.004526483,,,,,,,,,,,,10/05/2021,9,5,0,5,Perlis,1,
5/11/2021,Perlis,0,0,18,936,,,4.166666667,2,3.083333333,6,3.083333333,255165,0.998688845,17.97639922,0.171521187,0.166666667,0.003668215,,,,,,,,,,,,11/05/2021,9,2,0,2,Perlis,1,
5/12/2021,Perlis,1,3,16,13,,,3.833333333,3,3.416666667,0,2.416666667,255164,0.998684932,15.9789589,0.213822858,0.125,5.09476E-05,,,,,,,,,,,,12/05/2021,9,2,0,2,Perlis,1,
5/13/2021,Perlis,0,2,14,0,,,6.5,3.166666667,4.833333333,30,4.833333333,255164,0.998684932,13.98158904,0.345692705,0.285714286,0,,,,,,,,,,,,13/05/2021,9,2,0,2,Perlis,1,
5/14/2021,Perlis,5,4,15,0,,,7.5,6.166666667,6.833333333,12,1.833333333,255159,0.998665362,14.97998043,0.45616437,0,0,,,,,,,,,,,,14/05/2021,9,6,0,6,Perlis,1,
5/15/2021,Perlis,2,0,17,0,,,8.666666667,7.166666667,7.916666667,12,5.916666667,255157,0.998657534,16.97717808,0.466312283,0.294117647,0,,,,,,,,,,,,15/05/2021,9,8,0,8,Perlis,1,
5/16/2021,Perlis,2,5,14,0,,,9.666666667,7.333333333,8.5,0,6.5,255155,0.998649706,13.98109589,0.607963787,0.071428571,0,,,,,,,,,,,,16/05/2021,9,3,0,3,Perlis,1,
5/17/2021,Perlis,0,1,13,936,,,10,7.333333333,8.666666667,12,8.666666667,255155,0.998649706,12.98244618,0.66756808,0.153846154,0.003668358,,,,,,,,,,,,17/05/2021,9,18,1,17,Perlis,0.944444444,
5/18/2021,Perlis,2,2,13,961,,,9.666666667,8.166666667,8.916666667,36,6.916666667,255153,0.998641879,12.98234442,0.686830235,0,0.003766368,,,,,,,,,,,,18/05/2021,9,8,1,7,Perlis,0.875,
5/19/2021,Perlis,6,0,19,997,,,10.5,6.166666667,8.333333333,48,2.333333333,255147,0.998618395,18.97374951,0.439203297,0,0.003907551,,,,,,,,,,,,19/05/2021,9,7,1,6,Perlis,0.857142857,
5/20/2021,Perlis,8,0,27,10,,,10.66666667,6.166666667,8.416666667,18,0.416666667,255139,0.998587084,26.96185127,0.312169464,0.148148148,3.91943E-05,,,,,,,,,,,,20/05/2021,9,8,1,7,Perlis,0.875,
5/21/2021,Perlis,3,4,26,422,,,10.5,8.166666667,9.333333333,108,6.333333333,255136,0.998575342,25.9629589,0.359486504,0.115384615,0.00165402,,,,,,,,,,,,21/05/2021,9,8,0,8,Perlis,1,
5/22/2021,Perlis,18,3,40,0,,,11.33333333,8,9.666666667,48,-8.333333333,255118,0.998504892,39.94019569,0.242028525,0.05,0,,,,,,,,,,,,22/05/2021,9,6,0,6,Perlis,1,
5/23/2021,Perlis,8,2,46,0,,,10,8.666666667,9.333333333,42,1.333333333,255110,0.998473581,45.92978474,0.203208732,0,0,,,,,,,,,,,,23/05/2021,9,8,3,5,Perlis,0.625,
5/24/2021,Perlis,7,0,53,560,,,9.833333333,7.666666667,8.75,48,1.75,255103,0.998446184,52.91764775,0.165351265,0.037735849,0.002195192,,,,,,,,,,,,24/05/2021,9,19,2,17,Perlis,0.894736842,
5/25/2021,Perlis,8,2,59,495,,,9.666666667,7.5,8.583333333,48,0.583333333,255095,0.998414873,58.9064775,0.145711197,0.033898305,0.001940454,,,,,,,,,,,,25/05/2021,9,7,2,5,Perlis,0.714285714,
5/26/2021,Perlis,8,2,65,0,,,9.666666667,5.166666667,7.416666667,36,-0.583333333,255087,0.998383562,64.89493151,0.114287302,0.046153846,0,,,,,,,,,,,,26/05/2021,9,12,1,11,Perlis,0.916666667,
5/27/2021,Perlis,6,3,68,581,,,7.166666667,5.333333333,6.25,48,0.25,255081,0.998360078,67.88848532,0.09206274,0.044117647,0.002277708,,,,,,,,,,,,27/05/2021,9,0,0,0,Perlis,#DIV/0!,
5/28/2021,Perlis,8,3,73,349,,,6.333333333,4,5.166666667,114,-2.833333333,255073,0.998328767,72.878,0.070894737,0.04109589,0.001368236,,,,,,,,,,,,28/05/2021,9,0,0,0,Perlis,#DIV/0!,
5/29/2021,Perlis,19,3,89,0,,,4.5,4.333333333,4.416666667,42,-14.58333333,255054,0.998254403,88.84464188,0.049712246,0.202247191,0,,,,,,,,,,,,29/05/2021,9,0,0,0,Perlis,#DIV/0!,
5/30/2021,Perlis,7,18,78,0,,,4.666666667,3.333333333,4,72,-3,255047,0.998227006,77.86170646,0.051373136,0.08974359,0,,,,,,,,,,,,30/05/2021,9,0,0,0,Perlis,#DIV/0!,
5/31/2021,Perlis,12,7,83,78,,,4.166666667,2.666666667,3.416666667,0,-8.583333333,255035,0.998180039,82.84894325,0.041239713,0.024096386,0.00030584,,,,,,,,,,,,31/05/2021,9,0,0,0,Perlis,#DIV/0!,
6/1/2021,Perlis,0,2,81,60,,,3.833333333,2,2.916666667,42,2.916666667,255035,0.998180039,80.85258317,0.036073884,0.111111111,0.000235262,,,,,,,,,,,,01/06/2021,9,0,0,0,Perlis,#DIV/0!,
6/2/2021,Perlis,7,9,79,17,,,2.833333333,1.833333333,2.333333333,30,-4.666666667,255028,0.998152642,78.85405871,0.029590529,0.075949367,6.66593E-05,,,,,,,,,,,,02/06/2021,9,7,2,5,Perlis,0.714285714,
6/3/2021,Perlis,5,6,77,16,,,3,1.833333333,2.416666667,48,-2.583333333,255023,0.998133072,76.85624658,0.031443985,0.025974026,6.27394E-05,,,,,,,,,,,,03/06/2021,9,5,0,5,Perlis,1,
6/4/2021,Perlis,8,2,83,3,,,3.5,2.5,3,24,-5,255015,0.998101761,82.84244618,0.03621332,0.13253012,1.1764E-05,,,,,,,,,,,,04/06/2021,9,8,0,8,Perlis,1,
6/5/2021,Perlis,4,11,76,0,,,3.5,3.166666667,3.333333333,12,-0.666666667,255011,0.998086106,75.85454403,0.043943753,0.157894737,0,,,,,,,,,,,,05/06/2021,9,4,0,4,Perlis,1,
6/6/2021,Perlis,2,12,66,0,,,3.5,2.666666667,3.083333333,6,1.083333333,255009,0.998078278,65.87316634,0.046807122,0.060606061,0,,,,,,,,,,,,06/06/2021,9,2,1,1,Perlis,0.5,
6/7/2021,Perlis,1,4,63,0,,,4.166666667,2.333333333,3.25,6,2.25,255008,0.998074364,62.87868493,0.051686832,0.095238095,0,,,,,,,,,,,,07/06/2021,9,1,0,1,Perlis,1,
6/8/2021,Perlis,1,6,58,893,,,3.666666667,3.333333333,3.5,24,2.5,255007,0.99807045,57.88808611,0.060461491,0.137931034,0.003501865,,,,,,,,,,,,08/06/2021,9,1,0,1,Perlis,1,
6/9/2021,Perlis,4,8,54,767,,,3.666666667,2.5,3.083333333,18,-0.916666667,255003,0.998054795,53.8949589,0.057210051,0.037037037,0.003007808,,,,,,,,,,,,09/06/2021,9,4,0,4,Perlis,1,
6/10/2021,Perlis,3,2,54,1035,,,2.833333333,2,2.416666667,12,-0.583333333,255000,0.998043053,53.89432485,0.044840838,0.166666667,0.004058824,,,,,,,,,,,,10/06/2021,9,3,0,3,Perlis,1,
6/11/2021,Perlis,2,9,47,495,,,2.333333333,1.833333333,2.083333333,30,0.083333333,254998,0.998035225,46.90765558,0.044413504,0.191489362,0.001941192,,,,,,,,,,,,11/06/2021,9,2,1,1,Perlis,0.5,
6/12/2021,Perlis,5,9,43,0,,,2.166666667,2,2.083333333,30,-2.916666667,254993,0.998015656,42.91467319,0.048545944,0.162790698,0,,,,,,,,,,,,12/06/2021,9,5,0,5,Perlis,1,
6/13/2021,Perlis,5,7,41,1,,,2.333333333,0.666666667,1.5,6,-3.5,254988,0.997996086,40.91783953,0.036658827,0.195121951,3.92175E-06,,,,,,,,,,,,13/06/2021,9,5,0,5,Perlis,1,
6/14/2021,Perlis,1,8,34,1279,,,1.166666667,1,1.083333333,6,0.083333333,254987,0.997992172,33.93173386,0.031926849,0.088235294,0.005015942,,,,,,,,,,,,14/06/2021,9,1,0,1,Perlis,1,
6/15/2021,Perlis,1,3,32,1396,,,2,0.833333333,1.416666667,48,0.416666667,254986,0.997988258,31.93562427,0.044360074,0.125,0.00547481,,,,,,,,,,,,15/06/2021,9,1,0,1,Perlis,1,
6/16/2021,Perlis,8,4,36,36,,,1.666666667,1.666666667,1.666666667,0,-6.333333333,254978,0.997956947,35.9264501,0.046391076,0,0.000141189,,,,,,,,,,,,16/06/2021,9,8,0,8,Perlis,1,
6/17/2021,Perlis,0,0,36,1591,,,2.333333333,1.333333333,1.833333333,12,1.833333333,254978,0.997956947,35.9264501,0.051030183,0.166666667,0.006239754,,,,,,,,,,,,17/06/2021,9,0,0,0,Perlis,#DIV/0!,
6/18/2021,Perlis,2,6,32,1076,,,2,2,2,0,0,254976,0.997949119,31.93437182,0.062628443,0.03125,0.004220005,,,,,,,,,,,,18/06/2021,9,2,0,2,Perlis,1,
6/19/2021,Perlis,0,1,31,8,,,2.833333333,1.666666667,2.25,12,2.25,254976,0.997949119,30.9364227,0.072729805,0.096774194,3.13755E-05,,,,,,,,,,,,19/06/2021,9,0,0,0,Perlis,#DIV/0!,
6/20/2021,Perlis,2,3,30,6,,,2.5,2.333333333,2.416666667,0,0.416666667,254974,0.997941292,29.93823875,0.080721738,0.066666667,2.35318E-05,,,,,,,,,,,,20/06/2021,9,2,0,2,Perlis,1,
6/21/2021,Perlis,0,2,27,1888,,,3.166666667,1.5,2.333333333,12,2.333333333,254974,0.997941292,26.94441487,0.086598033,0.037037037,0.007404677,,,,,,,,,,,,21/06/2021,9,0,0,0,Perlis,#DIV/0!,
6/22/2021,Perlis,2,1,27,1919,,,2.5,2.333333333,2.416666667,6,0.416666667,254972,0.997933464,26.94420352,0.089691524,0.185185185,0.007526317,,,,,,,,,,,,22/06/2021,9,2,0,2,Perlis,1,
6/23/2021,Perlis,1,5,23,2073,,,2.5,1.833333333,2.166666667,30,1.166666667,254971,0.99792955,22.95237965,0.094398346,0.130434783,0.008130336,,,,,,,,,,,,23/06/2021,9,1,0,1,Perlis,1,
6/24/2021,Perlis,5,3,25,2232,,,2.166666667,1.833333333,2,0,-3,254966,0.99790998,24.94774951,0.080167552,0.2,0.008754108,,,,,,,,,,,,24/06/2021,9,5,0,5,Perlis,1,
6/25/2021,Perlis,0,5,20,1200,,,2.166666667,1.333333333,1.75,24,1.75,254966,0.99790998,19.95819961,0.08768326,0.25,0.00470651,,,,,,,,,,,,25/06/2021,9,0,0,0,Perlis,#DIV/0!,
6/26/2021,Perlis,4,5,19,794,,,1.333333333,1.333333333,1.333333333,0,-2.666666667,254962,0.997894325,18.95999217,0.070323517,0,0.00311419,,,,,,,,,,,,26/06/2021,9,4,0,4,Perlis,1,
6/27/2021,Perlis,0,0,19,29,,,1.666666667,0.5,1.083333333,30,1.083333333,254962,0.997894325,18.95999217,0.057137858,0,0.000113742,,,,,,,,,,,,27/06/2021,9,0,0,0,Perlis,#DIV/0!,
6/28/2021,Perlis,5,0,24,2,,,1.166666667,0.666666667,0.916666667,0,-4.083333333,254957,0.997874755,23.94899413,0.03827579,0.125,7.84446E-06,,,,,,,,,,,,28/06/2021,9,5,1,4,Perlis,0.8,
6/29/2021,Perlis,0,3,21,882,,,1.166666667,1,1.083333333,30,1.083333333,254957,0.997874755,20.95536986,0.051697171,0.19047619,0.003459407,,,,,,,,,,,,29/06/2021,9,0,0,0,Perlis,#DIV/0!,
6/30/2021,Perlis,5,4,22,1428,,,1.333333333,0.833333333,1.083333333,6,-3.916666667,254952,0.997855186,21.95281409,0.049348267,0,0.005601054,,,,,,,,,,,,30/06/2021,9,5,0,5,Perlis,1,
7/1/2021,Perlis,1,0,23,1633,,,1.666666667,1,1.333333333,0,0.333333333,254951,0.997851272,22.95057926,0.058095847,0.043478261,0.006405152,,,,,,,,,,,,01/07/2021,9,1,0,1,Perlis,1,
7/2/2021,Perlis,0,1,22,981,,,1.833333333,1.666666667,1.75,12,1.75,254951,0.997851272,21.95272798,0.079716744,0.045454545,0.003847798,,,,,,,,,,,,02/07/2021,9,0,0,0,Perlis,#DIV/0!,
7/3/2021,Perlis,2,1,23,1,,,1.833333333,1.5,1.666666667,0,-0.333333333,254949,0.997843444,22.95039922,0.072620378,0.130434783,3.92235E-06,,,,,,,,,,,,03/07/2021,9,2,0,2,Perlis,1,
7/4/2021,Perlis,0,3,20,0,,,1.5,1.166666667,1.333333333,0,1.333333333,254949,0.997843444,19.95686888,0.066810748,0.1,0,,,,,,,,,,,,04/07/2021,9,0,0,0,Perlis,#DIV/0!,
