date,state,cases_new,cases_recovered,cases_active,daily_full,FIXED,FIXED2,New_Infections,E= NewCt+1 / delta,dE = NewInf-NewC,S,S/N,S/N * I,beta=New_inf * N/IS,gamma=Rt+1/I_t,v_t = V/S,,,,,,,,,,,,date,line_state_number,line_Cases_new,Line_cases_new_Asymptomatic,line_cases_new_symptomatic,line_state,,
06/11/2021,Pulau Pinang,225,27,3275,1821,,,257.8,1225,32.8,1631209,0.919405366,3011.052573,0.085617901,0.007022901,0.00111635,,,,,,,,,,,,06/11/2021,7,225,42,183,Pulau Pinang,,
07/11/2021,Pulau Pinang,245,23,3496,410,,,268,1280,23,1630964,0.919267275,3213.758395,0.083391459,0.419336384,0.000251385,,,,,,,,,,,,07/11/2021,7,245,79,166,Pulau Pinang,,
08/11/2021,Pulau Pinang,256,1466,2283,2122,,,269.8,1225,13.8,1630708,0.919122985,2098.357775,0.128576739,0.05781866,0.001301275,,,,,,,,,,,,08/11/2021,7,256,69,187,Pulau Pinang,,
09/11/2021,Pulau Pinang,245,132,2393,2184,,,279.6,1590,34.6,1630463,0.918984895,2199.130853,0.127141138,0.024237359,0.001339497,,,,,,,,,,,,09/11/2021,7,245,44,201,Pulau Pinang,,
10/11/2021,Pulau Pinang,318,58,2649,1648,,,295.6,1380,-22.4,1630145,0.918805659,2433.91619,0.121450361,0.022272556,0.001010953,,,,,,,,,,,,10/11/2021,7,318,63,255,Pulau Pinang,,
11/11/2021,Pulau Pinang,276,59,2864,1422,,,276,1270,0,1629869,0.918650096,2631.013874,0.104902525,0.035265363,0.000872463,,,,,,,,,,,,11/11/2021,7,276,55,221,Pulau Pinang,,
12/11/2021,Pulau Pinang,254,101,3013,1054,,,268,1525,14,1629615,0.918506933,2767.461388,0.096839653,0.020245602,0.000646779,,,,,,,,,,,,12/11/2021,7,254,54,200,Pulau Pinang,,
13/11/2021,Pulau Pinang,305,61,3255,469,,,261.4,1625,-43.6,1629310,0.918335024,2989.180504,0.087448717,0.042089094,0.000287852,,,,,,,,,,,,13/11/2021,7,305,80,225,Pulau Pinang,,
14/11/2021,Pulau Pinang,325,137,3442,235,,,265.8,1100,-59.2,1628985,0.918151843,3160.278644,0.084106508,0.069145845,0.000144262,,,,,,,,,,,,14/11/2021,7,325,89,236,Pulau Pinang,,
15/11/2021,Pulau Pinang,220,238,3422,1526,,,272,1180,52,1628765,0.918027844,3141.491281,0.086583083,0.345996493,0.000936906,,,,,,,,,,,,15/11/2021,7,220,50,170,Pulau Pinang,,
16/11/2021,Pulau Pinang,236,1184,2472,1316,,,301.4,1105,65.4,1628529,0.917894826,2269.036009,0.132831739,0.039644013,0.000808091,,,,,,,,,,,,16/11/2021,7,236,66,170,Pulau Pinang,,
17/11/2021,Pulau Pinang,221,98,2593,1238,,,308.4,1635,87.4,1628308,0.917770263,2379.778291,0.129591904,0.025838797,0.000760298,,,,,,,,,,,,17/11/2021,7,221,58,163,Pulau Pinang,,
18/11/2021,Pulau Pinang,327,67,2851,1157,,,313.4,1780,-13.6,1627981,0.917585954,2616.037556,0.119799503,0.003858295,0.000710696,,,,,,,,,,,,18/11/2021,7,327,119,208,Pulau Pinang,,
19/11/2021,Pulau Pinang,356,11,3194,1101,,,300.4,1835,-55.6,1627625,0.9173853,2930.12865,0.102521096,0.009705698,0.000676446,,,,,,,,,,,,19/11/2021,7,356,79,277,Pulau Pinang,,
20/11/2021,Pulau Pinang,367,31,3530,439,,,283.2,1355,-83.8,1627258,0.917178447,3237.639917,0.087471123,0.042209632,0.000269779,,,,,,,,,,,,20/11/2021,7,367,91,276,Pulau Pinang,,
21/11/2021,Pulau Pinang,271,149,3650,186,,,262.4,1230,-8.6,1626987,0.917025702,3347.143811,0.078395197,0.347123288,0.000114322,,,,,,,,,,,,21/11/2021,7,271,65,206,Pulau Pinang,,
22/11/2021,Pulau Pinang,246,1267,2628,1112,,,282,1310,36,1626741,0.916887048,2409.579161,0.117032885,0.023972603,0.000683575,,,,,,,,,,,,22/11/2021,7,246,47,199,Pulau Pinang,,
23/11/2021,Pulau Pinang,262,63,2827,602,,,278.2,1350,16.2,1626479,0.916739375,2591.622215,0.107345893,0.034665723,0.000370125,,,,,,,,,,,,23/11/2021,7,262,52,210,Pulau Pinang,,
24/11/2021,Pulau Pinang,270,98,2997,559,,,278.2,1315,8.2,1626209,0.916587194,2747.011821,0.101273681,0.007340674,0.000343744,,,,,,,,,,,,24/11/2021,7,270,51,219,Pulau Pinang,,
25/11/2021,Pulau Pinang,263,22,3237,692,,,280,1845,17,1625946,0.916438958,2966.512908,0.094386914,0.338276182,0.000425598,,,,,,,,,,,,25/11/2021,7,263,50,213,Pulau Pinang,,
26/11/2021,Pulau Pinang,369,1095,2509,318,,,289.6,1135,-79.4,1625577,0.916230977,2298.823522,0.125977482,0.026305301,0.000195623,,,,,,,,,,,,26/11/2021,7,369,91,278,Pulau Pinang,,
27/11/2021,Pulau Pinang,227,66,2669,81,,,274.2,1310,47.2,1625350,0.916103032,2445.078993,0.112143616,0.020606969,4.98354E-05,,,,,,,,,,,,27/11/2021,7,227,56,171,Pulau Pinang,,
28/11/2021,Pulau Pinang,262,55,2875,36,,,281.2,1395,19.2,1625088,0.91595536,2633.37166,0.106783256,0.031304348,2.21526E-05,,,,,,,,,,,,28/11/2021,7,262,54,208,Pulau Pinang,,
29/11/2021,Pulau Pinang,279,90,3059,304,,,287,1555,8,1624809,0.915798106,2801.426407,0.10244781,0.004576659,0.000187099,,,,,,,,,,,,29/11/2021,7,279,69,210,Pulau Pinang,,
30/11/2021,Pulau Pinang,311,14,3352,237,,,300,1460,-11,1624498,0.915622816,3069.167679,0.09774637,0.296539379,0.000145891,,,,,,,,,,,,30/11/2021,7,311,84,227,Pulau Pinang,,
01/12/2021,Pulau Pinang,292,994,2645,268,,,290,1310,-2,1624206,0.915458235,2421.387031,0.119766066,0.024196597,0.000165004,,,,,,,,,,,,01/12/2021,7,292,54,238,Pulau Pinang,,
02/12/2021,Pulau Pinang,262,64,2841,224,,,280.2,1455,18.2,1623944,0.915310563,2600.397308,0.107752765,0.021471313,0.000137936,,,,,,,,,,,,02/12/2021,7,262,57,205,Pulau Pinang,,
03/12/2021,Pulau Pinang,291,61,3070,264,,,305.4,1720,14.4,1623653,0.915146545,2809.499893,0.10870262,0.005863192,0.000162596,,,,,,,,,,,,03/12/2021,7,291,70,221,Pulau Pinang,,
04/12/2021,Pulau Pinang,344,18,3393,99,,,305.4,1305,-38.6,1623309,0.914952655,3104.434357,0.098375409,0.030651341,6.09865E-05,,,,,,,,,,,,04/12/2021,7,344,112,232,Pulau Pinang,,
05/12/2021,Pulau Pinang,261,104,3547,39,,,291.6,1215,30.6,1623048,0.914805546,3244.815272,0.089866441,0.3783479,2.40289E-05,,,,,,,,,,,,05/12/2021,7,261,59,202,Pulau Pinang,,
06/12/2021,Pulau Pinang,243,1342,2444,222,,,295.2,1940,52.2,1622805,0.914668583,2235.450017,0.132053948,0.036824877,0.0001368,,,,,,,,,,,,06/12/2021,7,243,45,198,Pulau Pinang,,
07/12/2021,Pulau Pinang,388,90,2742,242,,,315.6,1455,-72.4,1622417,0.914449893,2507.421606,0.125866348,0.02297593,0.00014916,,,,,,,,,,,,07/12/2021,7,388,106,282,Pulau Pinang,,
08/12/2021,Pulau Pinang,291,63,2966,275,,,286.6,1375,-4.4,1622126,0.914285875,2711.771906,0.105687355,0.015846258,0.000169531,,,,,,,,,,,,08/12/2021,7,291,45,246,Pulau Pinang,,
09/12/2021,Pulau Pinang,275,47,3194,289,,,283.6,1395,8.6,1621851,0.914130876,2919.734018,0.097132135,0.040388228,0.000178191,,,,,,,,,,,,09/12/2021,7,275,66,209,Pulau Pinang,,
10/12/2021,Pulau Pinang,279,129,3337,232,,,285.6,1725,6.6,1621572,0.913973622,3049.929976,0.093641494,0.017081211,0.000143071,,,,,,,,,,,,10/12/2021,7,279,59,220,Pulau Pinang,,
11/12/2021,Pulau Pinang,345,57,3624,92,,,285.6,1215,-59.4,1621227,0.913779168,3311.535705,0.086243974,0.3598234,5.67471E-05,,,,,,,,,,,,11/12/2021,7,345,68,277,Pulau Pinang,,
12/12/2021,Pulau Pinang,243,1304,2560,52,,,266.4,1380,23.4,1620984,0.913642205,2338.924045,0.113898526,0.05234375,3.20793E-05,,,,,,,,,,,,12/12/2021,7,243,57,186,Pulau Pinang,,
13/12/2021,Pulau Pinang,276,134,2699,213,,,272.2,1425,-3.8,1620708,0.913486642,2465.500446,0.110403549,0.006298629,0.000131424,,,,,,,,,,,,13/12/2021,7,276,55,221,Pulau Pinang,,
14/12/2021,Pulau Pinang,285,17,2963,407,,,266.6,1395,-18.4,1620423,0.913326006,2706.184956,0.09851507,0.030037125,0.000251169,,,,,,,,,,,,14/12/2021,7,285,64,221,Pulau Pinang,,
15/12/2021,Pulau Pinang,279,89,3149,290,,,252.8,1245,-26.2,1620144,0.913168752,2875.5684,0.087913054,0.020323912,0.000178996,,,,,,,,,,,,15/12/2021,7,279,51,228,Pulau Pinang,,
16/12/2021,Pulau Pinang,249,64,3330,229,,,242,1360,-7,1619895,0.913028407,3040.384596,0.079595193,0.024924925,0.000141367,,,,,,,,,,,,16/12/2021,7,249,72,177,Pulau Pinang,,
17/12/2021,Pulau Pinang,272,83,3514,230,,,234.8,1240,-37.2,1619623,0.912875099,3207.843097,0.0731956,0.311326124,0.000142008,,,,,,,,,,,,17/12/2021,7,272,54,218,Pulau Pinang,,
18/12/2021,Pulau Pinang,248,1094,2666,102,,,218.8,1080,-29.2,1619375,0.912735317,2433.352356,0.089917105,0.012378095,6.29873E-05,,,,,,,,,,,,18/12/2021,7,248,54,194,Pulau Pinang,,
19/12/2021,Pulau Pinang,216,33,2844,37,,,213.6,1125,-2.4,1619159,0.912613572,2595.473,0.082297138,0.063994374,2.28514E-05,,,,,,,,,,,,19/12/2021,7,216,52,164,Pulau Pinang,,
20/12/2021,Pulau Pinang,225,182,2881,156,,,223,1065,-2,1618934,0.912486755,2628.87434,0.084827181,0.035751475,9.63597E-05,,,,,,,,,,,,20/12/2021,7,225,56,169,Pulau Pinang,,
21/12/2021,Pulau Pinang,213,103,2989,217,,,220,960,7,1618721,0.9123667,2727.064068,0.080672839,0.042823687,0.000134056,,,,,,,,,,,,21/12/2021,7,213,68,145,Pulau Pinang,,
22/12/2021,Pulau Pinang,192,128,3049,283,,,226.8,1110,34.8,1618529,0.912258483,2781.476114,0.081539438,0.048868481,0.00017485,,,,,,,,,,,,22/12/2021,7,192,42,150,Pulau Pinang,,
23/12/2021,Pulau Pinang,222,149,3119,317,,,227.8,1315,5.8,1618307,0.912133356,2844.943937,0.080071877,0.070856044,0.000195884,,,,,,,,,,,,23/12/2021,7,222,39,183,Pulau Pinang,,
24/12/2021,Pulau Pinang,263,221,3160,225,,,220,1050,-43,1618044,0.91198512,2881.872979,0.076339242,0.125632911,0.000139057,,,,,,,,,,,,24/12/2021,7,263,58,205,Pulau Pinang,,
25/12/2021,Pulau Pinang,210,397,2972,16,,,203,1235,-7,1617834,0.911866757,2710.068001,0.074905869,0.072005384,9.88977E-06,,,,,,,,,,,,25/12/2021,7,210,47,163,Pulau Pinang,,
26/12/2021,Pulau Pinang,247,214,3003,134,,,202.4,985,-44.6,1617587,0.911727539,2737.9178,0.073924791,0.290709291,8.28394E-05,,,,,,,,,,,,26/12/2021,7,247,53,194,Pulau Pinang,,
27/12/2021,Pulau Pinang,197,873,2326,300,,,197,915,0,1617390,0.911616503,2120.419986,0.092906123,0.115219261,0.000185484,,,,,,,,,,,,27/12/2021,7,197,55,142,Pulau Pinang,,
28/12/2021,Pulau Pinang,183,268,2238,224,,,183,890,0,1617207,0.911513358,2039.966896,0.089707338,0.105004468,0.00013851,,,,,,,,,,,,28/12/2021,7,183,48,135,Pulau Pinang,,
29/12/2021,Pulau Pinang,178,235,2180,230,,,178,1035,0,1617029,0.911413031,1986.880408,0.089587677,0.098165138,0.000142236,,,,,,,,,,,,29/12/2021,7,178,25,153,Pulau Pinang,,
30/12/2021,Pulau Pinang,207,214,2171,290,,,207,1190,0,1616822,0.911296359,1978.424395,0.104628714,0.094426532,0.000179364,,,,,,,,,,,,30/12/2021,7,207,43,164,Pulau Pinang,,
31/12/2021,Pulau Pinang,238,205,2202,191,,,238,1270,0,1616584,0.911162214,2006.379195,0.118621645,0.105358765,0.00011815,,,,,,,,,,,,31/12/2021,7,238,62,176,Pulau Pinang,,
01/01/2021,Sabah,254,232,2140,0,,,303,1295,49,3832246,0.999933725,2139.858171,0.14159817,0.131308411,0,,,,,,,,,,,,01/01/2021,12,254,149,105,Sabah,,
02/01/2021,Sabah,259,281,2116,0,,,333.2,1580,74.2,3831987,0.999866145,2115.716762,0.157487999,0.110586011,0,,,,,,,,,,,,02/01/2021,12,259,131,128,Sabah,,
03/01/2021,Sabah,316,234,2195,0,,,380,1515,64,3831671,0.999783692,2194.525204,0.173158184,0.071070615,0,,,,,,,,,,,,03/01/2021,12,316,179,137,Sabah,,
04/01/2021,Sabah,303,156,2339,0,,,397,1915,94,3831368,0.999704631,2338.309133,0.169780802,0.08593416,0,,,,,,,,,,,,04/01/2021,12,303,176,127,Sabah,,
05/01/2021,Sabah,383,201,2520,0,,,418.2,2025,35.2,3830985,0.999604697,2519.003836,0.166018008,0.076190476,0,,,,,,,,,,,,05/01/2021,12,383,180,203,Sabah,,
06/01/2021,Sabah,405,192,2730,0,,,422.2,2465,17.2,3830580,0.999499022,2728.632329,0.154729531,0.076923077,0,,,,,,,,,,,,06/01/2021,12,405,268,137,Sabah,,
07/01/2021,Sabah,493,210,3012,0,,,416,2005,-77,3830087,0.999370385,3010.103599,0.138201223,0.098937583,0,,,,,,,,,,,,07/01/2021,12,493,230,263,Sabah,,
08/01/2021,Sabah,401,298,3114,0,,,399.2,2045,-1.8,3829686,0.999265753,3111.713556,0.128289443,0.108220938,0,,,,,,,,,,,,08/01/2021,12,401,146,255,Sabah,,
09/01/2021,Sabah,409,337,3185,0,,,409,2015,0,3829277,0.999159035,3182.321525,0.128522526,0.074097331,0,,,,,,,,,,,,09/01/2021,12,409,201,208,Sabah,,
10/01/2021,Sabah,403,236,3350,0,,,405,1870,2,3828874,0.999053881,3346.830502,0.121010012,0.091641791,0,,,,,,,,,,,,10/01/2021,12,403,236,167,Sabah,,
11/01/2021,Sabah,374,307,3416,0,,,427.2,2045,53.2,3828500,0.998956295,3412.434703,0.125189209,0.096896956,0,,,,,,,,,,,,11/01/2021,12,374,188,186,Sabah,,
12/01/2021,Sabah,409,331,3491,0,,,442.2,2250,33.2,3828091,0.998849576,3486.98387,0.126814467,0.087081066,0,,,,,,,,,,,,12/01/2021,12,409,251,158,Sabah,,
13/01/2021,Sabah,450,304,3635,0,,,439,1945,-11,3827641,0.998732159,3630.391399,0.120923601,0.075928473,0,,,,,,,,,,,,13/01/2021,12,450,248,202,Sabah,,
14/01/2021,Sabah,389,276,3745,0,,,435.4,2570,46.4,3827252,0.998630659,3739.871817,0.116421102,0.099332443,0,,,,,,,,,,,,14/01/2021,12,389,194,195,Sabah,,
15/01/2021,Sabah,514,372,3885,0,,,462.8,2245,-51.2,3826738,0.998496543,3879.159068,0.119304208,0.096782497,0,,,,,,,,,,,,15/01/2021,12,514,439,75,Sabah,,
16/01/2021,Sabah,449,376,3955,0,,,441.2,1965,-7.8,3826289,0.998379387,3948.590475,0.111736075,0.085208597,0,,,,,,,,,,,,16/01/2021,12,449,230,219,Sabah,,
17/01/2021,Sabah,393,337,4010,0,,,431.6,2160,38.6,3825896,0.998276843,4003.09014,0.107816708,0.109226933,0,,,,,,,,,,,,17/01/2021,12,393,221,172,Sabah,,
18/01/2021,Sabah,432,438,4002,0,,,443.6,2630,11.6,3825464,0.998164123,3994.652819,0.111048449,0.092203898,0,,,,,,,,,,,,18/01/2021,12,432,245,187,Sabah,,
19/01/2021,Sabah,526,369,4158,0,,,456.8,2030,-69.2,3824938,0.998026875,4149.795748,0.110077707,0.1000481,0,,,,,,,,,,,,19/01/2021,12,526,312,214,Sabah,,
20/01/2021,Sabah,406,416,4147,0,,,437.8,2005,31.8,3824532,0.997920939,4138.378135,0.105790236,0.091873644,0,,,,,,,,,,,,20/01/2021,12,406,217,189,Sabah,,
21/01/2021,Sabah,401,381,4164,0,,,426.2,2265,25.2,3824131,0.997816308,4154.907106,0.102577504,0.156099904,0,,,,,,,,,,,,21/01/2021,12,401,256,145,Sabah,,
22/01/2021,Sabah,453,650,3967,0,,,406.6,2490,-46.4,3823678,0.997698108,3957.868396,0.102732067,0.109402571,0,,,,,,,,,,,,22/01/2021,12,453,269,184,Sabah,,
23/01/2021,Sabah,498,434,4029,0,,,375,2155,-123,3823180,0.997568167,4019.202145,0.0933021,0.097542815,0,,,,,,,,,,,,23/01/2021,12,498,287,211,Sabah,,
24/01/2021,Sabah,431,393,4066,0,,,331.8,1740,-99.2,3822749,0.997455708,4055.654908,0.081811694,0.098376783,0,,,,,,,,,,,,24/01/2021,12,431,192,239,Sabah,,
25/01/2021,Sabah,348,400,4013,0,,,303.2,1515,-44.8,3822401,0.997364905,4002.425365,0.075754067,0.100423623,0,,,,,,,,,,,,25/01/2021,12,348,237,111,Sabah,,
26/01/2021,Sabah,303,403,3913,0,,,286.2,1475,-16.8,3822098,0.997285845,3902.379511,0.073339868,0.106823409,0,,,,,,,,,,,,26/01/2021,12,303,161,142,Sabah,,
27/01/2021,Sabah,295,418,3787,0,,,285.2,1410,-9.8,3821803,0.997208871,3776.429996,0.075521061,0.082123053,0,,,,,,,,,,,,27/01/2021,12,295,137,158,Sabah,,
28/01/2021,Sabah,282,311,3757,0,,,281.4,1440,-0.6,3821521,0.99713529,3746.237286,0.07511537,0.126430663,0,,,,,,,,,,,,28/01/2021,12,282,148,134,Sabah,,
29/01/2021,Sabah,288,475,3568,0,,,280.2,1315,-7.8,3821233,0.997060144,3557.510592,0.078762942,0.114069507,0,,,,,,,,,,,,29/01/2021,12,288,173,115,Sabah,,
30/01/2021,Sabah,263,407,3422,0,,,260.6,1490,-2.4,3820970,0.99699152,3411.704981,0.076384096,0.114552893,0,,,,,,,,,,,,30/01/2021,12,263,161,102,Sabah,,
31/01/2021,Sabah,298,392,3327,0,,,243,1380,-55,3820672,0.996913764,3316.732092,0.073264886,0.107604448,0,,,,,,,,,,,,31/01/2021,12,298,188,110,Sabah,,
01/02/2021,Sabah,276,358,3244,0,,,222.6,1380,-53.4,3820396,0.996841748,3233.754631,0.068836392,0.107274969,0,,,,,,,,,,,,01/02/2021,12,276,160,116,Sabah,,
02/02/2021,Sabah,276,348,3169,0,,,214,950,-62,3820120,0.996769733,3158.763282,0.067748033,0.106658252,0,,,,,,,,,,,,02/02/2021,12,276,165,111,Sabah,,
03/02/2021,Sabah,190,338,3016,0,,,190.8,875,0.8,3819930,0.996720157,3006.107992,0.063470774,0.181366048,0,,,,,,,,,,,,03/02/2021,12,190,96,94,Sabah,,
04/02/2021,Sabah,175,547,2639,0,,,186.6,980,11.6,3819755,0.996674494,2630.223991,0.070944528,0.183402804,0,,,,,,,,,,,,04/02/2021,12,175,51,124,Sabah,,
05/02/2021,Sabah,196,484,2349,0,,,187.6,1165,-8.4,3819559,0.996623353,2341.068256,0.080134357,0.09706258,0,,,,,,,,,,,,05/02/2021,12,196,94,102,Sabah,,
06/02/2021,Sabah,233,228,2352,0,,,174.8,800,-58.2,3819326,0.996562557,2343.915134,0.074576079,0.136054422,0,,,,,,,,,,,,06/02/2021,12,233,136,97,Sabah,,
07/02/2021,Sabah,160,320,2190,0,,,156.6,845,-3.4,3819166,0.996520809,2182.380571,0.071756504,0.116894977,0,,,,,,,,,,,,07/02/2021,12,160,110,50,Sabah,,
08/02/2021,Sabah,169,256,2096,0,,,148.2,900,-20.8,3818997,0.996476712,2088.615189,0.070956106,0.121660305,0,,,,,,,,,,,,08/02/2021,12,169,110,59,Sabah,,
09/02/2021,Sabah,180,255,2019,0,,,134.6,660,-45.4,3818817,0.996429746,2011.791656,0.066905536,0.086181278,0,,,,,,,,,,,,09/02/2021,12,180,115,65,Sabah,,
10/02/2021,Sabah,132,174,1976,0,,,121.8,710,-10.2,3818685,0.996395303,1968.877119,0.061862672,0.087550607,0,,,,,,,,,,,,10/02/2021,12,132,74,58,Sabah,,
11/02/2021,Sabah,142,173,1943,0,,,114.8,590,-27.2,3818543,0.996358252,1935.924083,0.059299846,0.136901698,0,,,,,,,,,,,,11/02/2021,12,142,79,63,Sabah,,
12/02/2021,Sabah,118,266,1795,0,,,112.8,505,-5.2,3818425,0.996327462,1788.407795,0.063072863,0.096935933,0,,,,,,,,,,,,12/02/2021,12,118,66,52,Sabah,,
13/02/2021,Sabah,101,174,1719,0,,,108,580,7,3818324,0.996301109,1712.641606,0.063060479,0.127981385,0,,,,,,,,,,,,13/02/2021,12,101,64,37,Sabah,,
14/02/2021,Sabah,116,220,1614,0,,,110.6,485,-5.4,3818208,0.996270841,1607.981138,0.068781901,0.103469641,0,,,,,,,,,,,,14/02/2021,12,116,77,39,Sabah,,
15/02/2021,Sabah,97,167,1541,0,,,107.6,660,10.6,3818111,0.996245532,1535.214364,0.070087932,0.1064244,0,,,,,,,,,,,,15/02/2021,12,97,52,45,Sabah,,
16/02/2021,Sabah,132,164,1508,0,,,110,470,-22,3817979,0.996211089,1502.286323,0.073221728,0.267241379,0,,,,,,,,,,,,16/02/2021,12,132,74,58,Sabah,,
17/02/2021,Sabah,94,403,1198,0,,,100.6,570,6.6,3817885,0.996186562,1193.431502,0.084294742,0.109348915,0,,,,,,,,,,,,17/02/2021,12,94,55,39,Sabah,,
18/02/2021,Sabah,114,131,1179,0,,,103.8,505,-10.2,3817771,0.996156817,1174.468887,0.088380374,0.073791349,0,,,,,,,,,,,,18/02/2021,12,114,62,52,Sabah,,
19/02/2021,Sabah,101,87,1193,0,,,99.8,545,-1.2,3817670,0.996130463,1188.383643,0.083979614,0.093880972,0,,,,,,,,,,,,19/02/2021,12,101,82,19,Sabah,,
20/02/2021,Sabah,109,112,1189,0,,,100.6,425,-8.4,3817561,0.996102022,1184.365304,0.084940009,0.131202691,0,,,,,,,,,,,,20/02/2021,12,109,81,28,Sabah,,
21/02/2021,Sabah,85,156,1118,0,,,97.4,550,12.4,3817476,0.996079843,1113.617265,0.087462724,0.109123435,0,,,,,,,,,,,,21/02/2021,12,85,47,38,Sabah,,
22/02/2021,Sabah,110,122,1103,0,,,106.2,470,-3.8,3817366,0.996051142,1098.644409,0.09666458,0.019038985,0,,,,,,,,,,,,22/02/2021,12,110,78,32,Sabah,,
23/02/2021,Sabah,94,21,1176,0,,,115.6,525,21.6,3817272,0.996026614,1171.327299,0.098691459,0.160714286,0,,,,,,,,,,,,23/02/2021,12,94,38,56,Sabah,,
24/02/2021,Sabah,105,189,1092,1,,,123.6,465,18.6,3817167,0.995999217,1087.631145,0.113641468,0.116300366,2.61974E-07,,,,,,,,,,,,24/02/2021,12,105,65,40,Sabah,,
25/02/2021,Sabah,93,127,1057,0,,,123.4,645,30.4,3817074,0.995974951,1052.745523,0.117217312,0.123935667,0,,,,,,,,,,,,25/02/2021,12,93,42,51,Sabah,,
26/02/2021,Sabah,129,131,1055,0,,,115.4,785,-13.6,3816945,0.995941292,1050.718063,0.109829653,0.168720379,0,,,,,,,,,,,,26/02/2021,12,129,89,40,Sabah,,
27/02/2021,Sabah,157,178,1034,0,,,108.6,670,-48.4,3816788,0.995900326,1029.760937,0.105461371,0.156673114,0,,,,,,,,,,,,27/02/2021,12,157,108,49,Sabah,,
28/02/2021,Sabah,134,162,1005,0,,,92.8,520,-41.2,3816654,0.995865362,1000.844689,0.092721679,0.072636816,0,,,,,,,,,,,,28/02/2021,12,134,80,54,Sabah,,
01/03/2021,Sabah,104,73,1036,0,,,85.4,265,-18.6,3816550,0.995838226,1031.688402,0.082776931,0.082046332,0,,,,,,,,,,,,01/03/2021,12,104,68,36,Sabah,,
02/03/2021,Sabah,53,85,1002,1,,,79.4,475,26.4,3816497,0.995824397,997.8160454,0.079573786,0.093812375,2.6202E-07,,,,,,,,,,,,02/03/2021,12,53,32,21,Sabah,,
03/03/2021,Sabah,95,94,1003,0,,,88.6,390,-6.4,3816402,0.995799609,998.7870074,0.088707602,0.093718843,0,,,,,,,,,,,,03/03/2021,12,95,56,39,Sabah,,
04/03/2021,Sabah,78,94,987,4,,,83.8,485,5.8,3816324,0.995779256,982.834126,0.085263625,0.094224924,1.04813E-06,,,,,,,,,,,,04/03/2021,12,78,44,34,Sabah,,
05/03/2021,Sabah,97,93,990,0,,,81,370,-16,3816227,0.995753947,985.796407,0.082167068,0.106060606,0,,,,,,,,,,,,05/03/2021,12,97,74,23,Sabah,,
06/03/2021,Sabah,74,105,958,0,,,72.4,495,-1.6,3816153,0.995734638,953.9137832,0.075897845,0.096033403,0,,,,,,,,,,,,06/03/2021,12,74,51,23,Sabah,,
07/03/2021,Sabah,99,92,965,1,,,69.8,355,-29.2,3816054,0.995708806,960.858998,0.072643333,0.128497409,2.62051E-07,,,,,,,,,,,,07/03/2021,12,99,80,19,Sabah,,
08/03/2021,Sabah,71,124,912,0,,,61.4,320,-9.6,3815983,0.99569028,908.0695358,0.067615967,0.132675439,0,,,,,,,,,,,,08/03/2021,12,71,57,14,Sabah,,
09/03/2021,Sabah,64,121,853,2,,,61.4,270,-2.6,3815919,0.995673581,849.3095648,0.072294017,0.066822978,5.2412E-07,,,,,,,,,,,,09/03/2021,12,64,30,34,Sabah,,
10/03/2021,Sabah,54,57,848,3,,,56.4,305,2.4,3815865,0.995659491,844.3192485,0.066799377,0.091981132,7.86191E-07,,,,,,,,,,,,10/03/2021,12,54,34,20,Sabah,,
11/03/2021,Sabah,61,78,831,6,,,51.4,285,-9.6,3815804,0.995643575,827.3798106,0.062123827,0.10589651,1.57241E-06,,,,,,,,,,,,11/03/2021,12,61,37,24,Sabah,,
12/03/2021,Sabah,57,88,799,0,,,46.8,355,-10.2,3815747,0.995628702,795.5073328,0.058830382,0.096370463,0,,,,,,,,,,,,12/03/2021,12,57,40,17,Sabah,,
13/03/2021,Sabah,71,77,793,0,,,41.6,195,-29.4,3815676,0.995610176,789.5188697,0.052690318,0.19924338,0,,,,,,,,,,,,13/03/2021,12,71,46,25,Sabah,,
14/03/2021,Sabah,39,158,674,2,,,42,145,3,3815637,0.9956,671.0344,0.062589936,0.18694362,5.24159E-07,,,,,,,,,,,,14/03/2021,12,39,23,16,Sabah,,
15/03/2021,Sabah,29,126,577,0,,,40.8,190,11.8,3815608,0.995592433,574.4568339,0.071023613,0.121317158,0,,,,,,,,,,,,15/03/2021,12,29,17,12,Sabah,,
16/03/2021,Sabah,38,70,544,1,,,55.4,155,17.4,3815570,0.995582518,541.5968898,0.1022901,0.148897059,2.62084E-07,,,,,,,,,,,,16/03/2021,12,38,21,17,Sabah,,
17/03/2021,Sabah,31,81,494,1,,,57.8,365,26.8,3815539,0.995574429,491.813768,0.11752416,0.0951417,2.62086E-07,,,,,,,,,,,,17/03/2021,12,31,15,16,Sabah,,
18/03/2021,Sabah,73,47,520,0,,,58.8,165,-14.2,3815466,0.995555382,517.6887984,0.113581751,0.15,0,,,,,,,,,,,,18/03/2021,12,73,52,21,Sabah,,
19/03/2021,Sabah,33,78,475,0,,,56.2,510,23.2,3815433,0.995546771,472.8847162,0.118845034,0.086315789,0,,,,,,,,,,,,19/03/2021,12,33,19,14,Sabah,,
20/03/2021,Sabah,102,41,535,541,,,58.6,250,-43.4,3815331,0.995520157,532.6032838,0.110025608,0.087850467,0.000141796,,,,,,,,,,,,20/03/2021,12,102,74,28,Sabah,,
